id,molecular_weight,logp,num_h_donors,num_h_acceptors,num_rotatable_bonds,num_aromatic_rings,tpsa,num_atoms
mol_823,140.26999999999998,3.7569000000000026,0,0,4,0,0.0,10
mol_824,360.88200000000006,7.274000000000001,0,0,1,2,0.0,18
mol_825,198.22199999999998,0.4047999999999994,2,3,2,0,75.27000000000001,14
mol_826,133.405,2.376500000000001,0,0,0,0,0.0,5
mol_827,214.652,2.365100000000001,1,2,2,1,41.57,14
mol_828,196.206,0.3029,2,3,0,0,75.27,14
mol_829,211.26099999999994,1.9576,0,3,1,0,46.61,15
mol_830,171.03700000000003,2.7575200000000013,0,0,0,1,0.0,8
mol_831,74.123,1.0428000000000002,0,1,2,0,9.23,5
mol_832,330.17100000000005,2.880000000000001,1,3,2,1,69.72,21
mol_833,335.28200000000004,4.148200000000004,0,5,7,1,89.51999999999998,23
mol_834,136.194,2.3174600000000005,1,1,0,1,20.23,10
mol_835,78.11399999999999,1.6866,0,0,0,1,0.0,6
mol_836,238.45499999999998,2.944600000000001,0,0,0,1,0.0,8
mol_837,228.67899999999997,2.4421,1,2,2,1,41.57,15
mol_838,211.69200000000004,2.666800000000001,0,1,3,1,20.310000000000002,14
mol_839,104.15199999999997,2.3296,0,0,1,1,0.0,8
mol_840,76.095,0.23670000000000002,0,2,2,0,18.46,5
mol_841,106.16799999999999,2.30344,0,0,0,1,0.0,8
mol_842,74.12299999999999,0.7771999999999999,1,1,1,0,20.23,5
mol_843,110.11199999999998,1.0977999999999999,2,2,0,1,40.46,8
mol_844,288.387,2.5800000000000005,3,3,0,1,60.69,21
mol_845,216.283,4.411000000000002,0,0,0,3,0.0,17
mol_846,100.077,-1.1742,2,2,0,0,58.2,7
mol_847,194.27399999999992,3.220600000000001,2,2,5,1,40.46,14
mol_848,162.27899999999997,1.7553,0,2,5,0,17.07,9
mol_849,362.77100000000013,4.4311200000000035,0,6,6,2,57.9,22
mol_850,256.348,5.763040000000004,0,0,0,4,0.0,20
mol_851,476.5850000000002,3.636800000000003,2,6,6,0,100.90000000000002,34
mol_852,168.112,-1.7672000000000003,4,3,0,2,114.36999999999998,12
mol_853,231.89299999999997,4.005799999999999,1,1,0,1,20.23,11
mol_854,147.004,2.993400000000001,0,0,0,1,0.0,8
mol_855,354.491,6.495500000000002,0,0,2,2,0.0,19
mol_856,102.13299999999998,0.8154,0,2,3,0,26.3,7
mol_857,124.208,2.408500000000001,0,1,1,1,0.0,8
mol_858,322.29,3.5275200000000018,1,4,1,2,58.120000000000005,23
mol_859,86.178,2.5866000000000007,0,0,3,0,0.0,6
mol_860,137.138,0.8681999999999999,0,3,1,1,39.19,10
mol_861,421.4220000000001,1.6254,3,5,3,2,118.35999999999999,27
mol_862,360.88200000000006,7.274,0,0,1,2,0.0,18
mol_863,286.11400000000003,3.4213000000000022,0,3,2,1,46.61,18
mol_864,240.698,1.6708799999999997,2,6,4,1,86.52,16
mol_865,228.29399999999998,5.146200000000003,0,0,0,4,0.0,18
mol_866,266.34,4.604600000000004,2,2,3,2,40.46,20
mol_867,390.5640000000003,6.433000000000007,0,4,14,1,52.60000000000001,28
mol_868,107.15599999999998,1.644,0,1,1,1,12.89,8
mol_869,380.784,3.651200000000001,0,4,5,0,44.760000000000005,13
mol_870,154.21199999999996,3.353600000000002,0,0,1,2,0.0,12
mol_871,360.88200000000006,7.274000000000001,0,0,1,2,0.0,18
mol_872,210.285,0.0696000000000001,0,6,3,1,48.39000000000001,15
mol_873,116.20399999999998,1.8034,1,1,2,0,20.23,8
mol_874,210.23299999999998,0.6929999999999998,2,3,0,0,75.27,15
mol_875,180.156,-3.2197999999999998,5,6,2,0,110.38000000000001,12
mol_876,122.16699999999997,2.0090399999999997,1,1,0,1,20.23,9
mol_877,258.104,3.130700000000001,1,2,2,1,38.33,16
mol_878,169.611,2.2984,1,1,1,1,29.1,11
mol_879,395.3270000000001,7.9274000000000004,0,0,1,2,0.0,19
mol_880,86.17799999999998,2.442500000000001,0,0,0,0,0.0,6
mol_881,107.15599999999998,1.7283,1,1,1,1,12.03,8
mol_882,68.119,1.7485,0,0,2,0,0.0,5
mol_883,404.5030000000002,2.3524000000000003,2,6,3,0,100.90000000000002,29
mol_884,198.134,1.5170200000000003,1,5,2,1,106.51000000000002,14
mol_885,321.163,3.101300000000001,2,3,1,2,61.690000000000005,21
mol_886,128.558,2.0456,1,1,0,1,20.23,8
mol_887,191.45499999999998,3.102500000000001,0,0,0,1,0.0,8
mol_888,295.72900000000004,-0.06089999999999923,2,5,1,1,118.69,17
mol_889,170.16799999999998,-0.2313000000000005,2,3,1,0,75.27000000000001,12
mol_890,138.16599999999997,1.0576999999999999,1,2,3,1,29.46,10
mol_891,168.239,3.277400000000002,0,0,2,2,0.0,13
mol_892,130.23099999999997,2.3376,1,1,5,0,20.23,9
mol_893,421.7340000000001,5.340800000000003,0,5,6,2,89.51999999999998,28
mol_894,229.71500000000003,2.1655999999999995,2,5,4,1,62.730000000000004,15
mol_895,102.17699999999999,1.4149,1,1,3,0,20.23,7
mol_896,116.20399999999998,1.9475000000000002,1,1,3,0,20.23,8
mol_897,106.16799999999996,2.2490000000000006,0,0,1,1,0.0,8
mol_898,224.25999999999996,1.1050999999999993,2,3,3,0,75.27000000000001,16
mol_899,373.3209999999999,5.2415,0,0,0,0,0.0,17
mol_900,303.156,1.6836,2,3,4,0,75.27000000000001,17
mol_901,349.43000000000006,5.268980000000004,0,4,5,2,59.32000000000001,26
mol_902,310.47800000000007,5.062000000000006,0,3,10,0,35.53,22
mol_903,102.133,0.9595,0,2,2,0,26.3,7
mol_904,241.364,2.2340999999999998,2,6,5,1,62.730000000000004,16
mol_905,236.702,2.825400000000001,1,1,2,1,32.34,16
mol_906,156.22799999999998,3.456640000000002,0,0,0,2,0.0,12
mol_907,257.547,5.313800000000001,0,0,1,2,0.0,15
mol_908,360.88200000000006,7.274000000000001,0,0,1,2,0.0,18
mol_909,84.082,-1.2591199999999998,2,2,0,0,88.19,6
mol_910,164.375,1.5908000000000002,0,2,0,0,43.14,7
mol_911,223.102,4.660400000000003,0,0,1,2,0.0,14
mol_912,136.14999999999998,1.5076999999999998,0,2,2,1,26.3,10
mol_913,180.16299999999998,1.5531999999999997,1,3,2,1,72.24000000000001,13
mol_914,158.24099999999999,2.5199000000000007,0,2,6,0,26.3,11
mol_915,151.165,1.3505999999999998,2,2,1,1,49.33,11
mol_916,118.13899999999998,1.5629,1,1,0,2,28.68,9
mol_917,434.50400000000025,2.4188000000000005,2,6,2,0,93.06000000000002,31
mol_918,151.129,-0.7716000000000003,3,4,0,2,100.44999999999999,11
mol_919,74.07900000000001,0.1792999999999999,0,2,0,0,26.3,5
mol_920,290.44699999999995,3.9591000000000034,1,2,0,0,37.3,21
mol_921,100.16099999999999,1.3334,1,1,3,0,20.23,7
mol_922,511.5810000000002,4.289400000000002,2,5,5,4,92.18,39
mol_923,130.231,2.603200000000001,0,1,6,0,9.23,9
mol_924,186.33899999999997,3.8996000000000035,1,1,10,0,20.23,13
mol_925,313.36100000000005,1.6287999999999996,2,6,4,2,81.59000000000002,23
mol_926,102.17699999999998,1.5574,1,1,2,0,20.23,7
mol_927,129.09399999999997,-0.5088000000000001,2,3,0,1,71.77,9
mol_928,293.40700000000004,3.8884000000000034,0,4,9,1,38.77,21
mol_929,130.231,2.3376000000000006,1,1,4,0,20.23,9
mol_930,162.27599999999998,3.5371200000000025,0,0,0,1,0.0,12
mol_931,150.22099999999998,2.824020000000002,1,1,1,1,20.23,11
mol_932,132.12599999999998,0.41979999999999984,0,4,0,2,51.56,10
mol_933,291.26500000000004,3.2711000000000023,0,6,7,1,70.83000000000001,18
mol_934,16.043,0.6361,0,0,0,0,0.0,1
mol_935,119.16699999999999,1.6545999999999998,1,1,0,1,12.03,9
mol_936,173.171,2.748000000000001,0,2,1,2,43.14,13
mol_937,100.16099999999999,1.6215,0,1,2,0,17.07,7
mol_938,151.129,-0.3593,3,5,0,2,100.71000000000001,11
mol_939,527.4140000000002,7.183700000000006,2,4,6,5,70.67,35
mol_940,61.040000000000006,-0.10710000000000008,0,2,0,0,43.14,4
mol_941,304.66999999999996,4.843900000000003,0,2,4,0,20.310000000000002,16
mol_942,82.14599999999999,2.1386000000000003,0,0,3,0,0.0,6
mol_943,117.15099999999997,2.1678999999999995,1,0,0,2,15.79,9
mol_944,286.415,4.087400000000003,0,2,0,0,34.14,21
mol_945,84.16199999999999,2.3626000000000005,0,0,3,0,0.0,6
mol_946,354.8150000000001,2.5621400000000008,3,4,3,2,109.48999999999998,23
mol_947,112.21600000000001,2.976700000000002,0,0,1,0,0.0,8
mol_948,142.242,2.935900000000001,0,1,6,0,17.07,10
mol_949,295.298,2.972200000000001,2,4,3,3,84.07999999999998,22
mol_950,213.66400000000002,3.2969000000000017,1,2,2,1,38.33,14
mol_951,288.73800000000006,2.878000000000001,0,4,1,2,49.330000000000005,20
mol_952,201.225,2.5580000000000007,1,2,1,2,38.33,15
mol_953,26.037999999999997,0.24939999999999998,0,0,0,0,0.0,2
mol_954,107.15599999999998,1.69844,0,1,0,1,12.89,8
mol_955,80.12999999999998,1.8926,0,0,0,0,0.0,6
mol_956,329.3800000000001,2.6320000000000006,0,7,8,0,65.07000000000001,19
mol_957,122.16699999999996,1.7399,1,1,1,1,20.23,9
mol_958,112.98700000000001,1.8525,0,0,1,0,0.0,5
mol_959,126.19899999999998,2.3218000000000005,0,1,4,0,17.07,9
mol_960,274.413,3.7702000000000027,0,5,9,0,18.46,14
mol_961,344.4950000000001,4.840100000000005,0,3,1,0,43.370000000000005,25
mol_962,257.547,5.313800000000001,0,0,1,2,0.0,15
mol_963,310.687,3.5801000000000016,2,2,2,2,58.2,21
mol_964,289.54499999999996,5.144700000000002,1,2,2,2,29.46,17
mol_965,390.5640000000002,6.433000000000008,0,4,14,1,52.60000000000001,28
mol_966,346.46700000000016,2.666700000000002,2,4,2,0,74.6,25
mol_967,120.19499999999998,2.611860000000001,0,0,0,1,0.0,9
mol_968,390.56400000000036,6.721200000000008,0,4,16,1,52.60000000000001,28
mol_969,228.41999999999993,5.069900000000006,1,1,13,0,20.23,16
mol_970,291.99199999999996,5.967200000000002,0,0,1,2,0.0,16
mol_971,156.141,-0.6214000000000004,2,3,0,0,75.27000000000001,11
mol_972,169.993,1.8298,0,0,0,0,0.0,4
mol_973,168.10799999999995,1.503,0,4,2,1,86.28,12
mol_974,86.13399999999999,1.2314,0,1,1,0,17.07,6
mol_975,226.44799999999992,6.487600000000007,0,0,13,0,0.0,16
mol_976,154.253,2.7441000000000013,0,1,0,0,9.23,11
mol_977,189.24300000000002,2.25242,0,4,0,3,30.19,13
mol_978,128.21499999999997,2.5458000000000007,0,1,5,0,17.07,9
mol_979,172.268,2.910000000000001,0,2,7,0,26.3,12
mol_980,114.094,1.9647999999999999,0,0,0,1,0.0,8
mol_981,258.233,0.08779999999999949,1,4,1,1,83.55000000000001,19
mol_982,335.28200000000004,4.148200000000004,0,5,7,1,89.51999999999998,23
mol_983,46.069,-0.0014000000000000123,1,1,0,0,20.23,3
mol_984,182.179,-0.08720000000000011,2,3,0,0,75.27,13
mol_985,236.271,1.7597,2,3,4,1,67.42999999999999,17
mol_986,350.4580000000001,5.760500000000005,0,3,6,2,35.53,26
mol_987,198.30999999999992,2.3705,1,1,1,0,32.34,14
mol_988,545.5460000000002,6.222999999999999,0,0,0,0,0.0,22
mol_989,193.128,3.741800000000003,0,0,6,0,0.0,9
mol_990,290.323,2.572400000000001,2,5,4,2,85.25,21
mol_991,231.299,1.55042,0,4,2,2,30.17,17
mol_992,88.15,1.1673,1,1,2,0,20.23,6
mol_993,137.138,1.90322,0,2,1,1,43.14,10
mol_994,102.17699999999999,1.4149,1,1,3,0,20.23,7
mol_995,314.42500000000007,2.607400000000001,2,3,0,0,57.53,23
mol_996,428.12000000000006,4.3991000000000025,1,3,4,2,46.53,22
mol_997,221.647,1.4681,1,4,1,2,60.91,15
mol_998,88.14999999999998,1.1673,1,1,1,0,20.23,6
mol_999,108.13999999999999,1.7006199999999998,1,1,0,1,20.23,8
