id,language,problem_id,code
s793709854,Python,unknown,"N, T = map(int, input().split())
L = [[int(l) for l in input().split()] for _ in range(N)]

dp = [[0]*T for _ in range(N+1)]

for i in range(N):
    for j in range(T):
        if j < L[i][0]:
            dp[i+1][j] = dp[i][j]
        else:
            dp[i+1][j] = max(dp[i][j], dp[i][j-L[i][0]]+L[i][1])

used = []
B = dp[N][T-1]
j = T-1
for i in range(N-1, -1, -1):
    if B == dp[i][j]:
        continue
    B -= L[i][1]
    used.append(i)
    j -= L[i][0]

ans = dp[N][T-1]
c = 0
for i in range(N):
    if i in used:
        continue
    c = max(c, L[i][1])

print(ans+c)
"
s246280701,Python,unknown,"n = int(input())
x = list(map(int, input().split()))
ans = 10**10
for i in range(101):
    tmp = [abs(i - x[j])**2 for j in range(n)]
    if sum(tmp) < ans:
        ans = sum(tmp)

print(ans)
"
s590045523,Python,unknown,"N = int(input())
L = list(map(int, input().split()))

ans = 0
for i in range(N-2):
    for j in range(i+1, N-1):
        for k in range(j+1, N):
            a = L[i]
            b = L[j]
            c = L[k]
            if a == b or b == c or c == a:
                continue
            if a+b > c and b+c > a and c+a > b:
                ans += 1

print(ans)
"
s007458552,Python,unknown,"import sys
from collections import Counter, defaultdict

INF = float('inf')
MOD = 10 ** 9 + 7


def LI(): return [int(x) for x in sys.stdin.readline().split()]
def LI_(): return [int(x) - 1 for x in sys.stdin.readline().split()]
def LS(): return sys.stdin.readline().split()
def II(): return int(sys.stdin.readline())
def SI(): return input()


def main():
    n = II()
    S = SI()
    C = Counter(S)

    return 'Yes' if C['R'] > n - C['R'] else 'No'


print(main())
"
s554858080,Python,unknown,"input = list(map(str, input().split()))
num = ''.join(input)

if (int(num) % 4 == 0):
    print('YES')
else:
    print('NO')
"
s110149598,Python,unknown,"a, b = input().split()
if a < b:
    print(""<"")
elif a > b:
    print("">"")
else:
    print(""="")
"
s538657784,Python,unknown,"import math
N = int(input())
sqN = int(math.sqrt(N))
for i in range(sqN):
    if N % (sqN-i) == 0:
        print(int(N/(sqN-i)+sqN-i)-2)
        break
"
s001486412,Python,unknown,"n = int(input())
a = list(map(int, input().split()))
below = 0
for i in range(n):
    below += 1/a[i]
print(1/below)
"
s242961129,Python,unknown,"N = int(input())
A = [int(x) for x in input().split()]
ans = abs(A[-1])
A = [0]+A+[0]
diff = [0 for x in range(N)]
for i in range(1, N+1):
    dif = abs(A[i]-A[i-1])+abs(A[i]-A[i+1])-abs(A[i-1]-A[i+1])
    ans += abs(A[i]-A[i-1])
    diff[i-1] = dif

for i in range(N):
    print(ans-diff[i])
"
s896397037,Python,unknown,"s = list(str(input()))
s.sort()
if s[0] == s[1] and s[0] != s[2] and s[2] == s[3]:
    print(""Yes"")
else:
    print(""No"")
"
s423256012,Python,unknown,"A, B = map(int, input().split())

if (A+B) % 2 == 1:
    print('IMPOSSIBLE')
else:
    print((A+B)//2)
"
s002779582,Python,unknown,"N = int(input())
Hs = list(map(int, input().split()))

ans = 0
maxH = 0
for H in Hs:
    if maxH <= H:
        ans += 1
        maxH = H

print(ans)
"
s331817031,Python,unknown,"h, w = map(int, input().split())
l = []
for _ in range(h):
    a = list(map(str, input()))
    l.append(a)

tmp = 0

for i in range(h):
    for j in range(w):
        if l[i][j] == ""#"":
            if j < tmp:
                print(""Impossible"")
                exit()
            else:
                tmp = j


print(""Possible"")
"
s355314304,Python,unknown,"n = int(input())

if n % 1000 == 0:
    print(0)
else:
    print(1000 - n % 1000)
"
s210889193,Python,unknown,"def solver():
    N = int(input())
    action = []
    for i in range(N):
        action.append(list(map(int, input().split())))

    dp = [[0 for _ in range(3)] for _ in range(N)]

    for i in range(3):
        dp[0][i] = action[0][i]

    for i in range(1, N):
        dp[i][0] = max(dp[i-1][1] + action[i][0], dp[i-1][2] + action[i][0])
        dp[i][1] = max(dp[i-1][0] + action[i][1], dp[i-1][2] + action[i][1])
        dp[i][2] = max(dp[i-1][0] + action[i][2], dp[i-1][1] + action[i][2])
    print(max(dp[N-1]))


solver()
"
s289483518,Python,unknown,"n, m = map(int, input().split())
a = list(map(int, input().split()))
a.sort()
ope = [list(map(int, input().split())) for _ in range(m)]
ope = sorted(ope, key=lambda x: x[1], reverse=True)
j = 0
for i in range(n):
    if a[i] < ope[j][1]:
        a[i] = ope[j][1]
        ope[j][0] -= 1
        if ope[j][0] == 0:
            j += 1
            if j == len(ope):
                break
    else:
        break
print(sum(a))
"
s607161467,Python,unknown,"R = int(input())

if R < 1200:
    print(""ABC"")
elif R < 2800:
    print(""ARC"")
else:
    print(""AGC"")
"
s179314665,Python,unknown,"A, B = [int(x) for x in input().split()]
if A < 10 and B < 10:
    print(A*B)
else:
    print(-1)
"
s804484425,Python,unknown,"from operator import itemgetter


n, k = map(int, input().split())
info = [list(map(int, input().split())) for i in range(n)]

info = sorted(info, key=itemgetter(1), reverse=True)

selected = info[0:k]
selected_only = []
selected_chohuku = []
unselected_only = []
memo = {}
for t, d in selected:
    if t not in memo:
        memo[t] = 1
        selected_only.append(d)
    else:
        selected_chohuku.append(d)

cnt_type = len(memo)
for t, d in info[k:]:
    if t not in memo:
        memo[t] = 1
        unselected_only.append(d)


sum_select = sum(selected_chohuku) + sum(selected_only)
ans = cnt_type*cnt_type + sum_select

unselected_only = unselected_only[::-1]
for i in range(min(len(selected_chohuku), len(unselected_only))):
    cnt_type += 1
    sum_select += unselected_only[-1]
    sum_select -= selected_chohuku[-1]
    del unselected_only[-1]
    del selected_chohuku[-1]
    tmp = cnt_type*cnt_type + sum_select
    ans = max(ans, tmp)
print(ans)
"
s661542483,Python,unknown,"H = int(input())

count = 0


def dfs(h):
    if h == 1:
        return 1

    return dfs(h // 2) * 2 + 1


print(dfs(H))
"
s013976107,Python,unknown,"A, B = map(int, input().split())
S = list(input())
if S[A] == '-' and S.count('-') == 1:
    print(""Yes"")
else:
    print(""No"")
"
s398580870,Python,unknown,"n, k = map(int, input().split())
if k % 2 == 1:
    print((n//k)**3)
else:
    print((n//k)**3+((n+k//2)//k)**3)
"
